order,id,page_id,Page,page_order,Chapter,question_order,questiontext
429,557,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",22,"Then, place the quarter-turn rotation of ? on the circle.
<span class='insert stimulus hide'>20</span>"
430,558,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",23,"What is the quarter-turn rotation of ? = -70°? Enter this positive as a positive number in degrees.
<span class='insert stimulus hide'>20</span>"
431,559,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",24,"This time, mark ? = 50° on the circle.
<span class='insert stimulus hide'>50</span>"
432,560,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",25,"Next, place the quarter-turn rotation of ? on the circle.
<span class='insert stimulus hide'>140</span>"
433,561,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",26,"What is the quarter-turn rotation of ? = 50°? Enter this positive as a positive number in degrees.
<span class='insert stimulus hide'>140</span>"
434,562,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",27,"Now, mark ? = -80° on the circle.
<span class='insert stimulus hide'>-80</span>"
435,563,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",28,"Then, place the quarter-turn rotation of ? on the circle.
<span class='insert stimulus hide'>10</span>"
436,564,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",29,"What is the quarter-turn rotation of ? = -80°? Enter this positive as a positive number in degrees.
<span class='insert stimulus hide'>10</span>"
437,565,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",30,"At the end of this section, we asked Mario, Luigi, and Princess Peach to give an expression that represents a position on the circle corresponding to the quarter-turn rotation of -?. One correct answer is (-?+90°), but none of them chose that answer.
</p>
Here are the expressions they wrote:
</p>
Mario: (?-90°)
</p>
Luigi: (90°-?)
</p>
Princess Peach: (?+90°)
</p>
Which one of them got it correct?
<select>
<option data-explain='The position (?-90°) can be reached by first making a rotation of ? in the positive direction, and then rotating 90° in the negative direction. Does this position correspond to the quarter-turn rotation of “-?”?'>Mario</option>
<option class='correct'>Luigi</option>
<option data-explain='The position (?+90°) can be reached by first making a rotation of ? in the positive direction, and then rotating 90° further. Does this position correspond to the quarter-turn rotation of “-?”?'>Princess Peach</option>
</select>"
438,566,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",1,"In this section, we will discuss the horizontal and vertical positions of a point on the circle and its quarter-turn rotation!
</p>
Again, we will represent these positions in terms of their x- and y-coordinates. To refresh your memories, the x-coordinate specifies the point’s location <i>to the left or right</i> of the origin, whereas the y-coordinate specifies the point’s location <i>above or below</i> the origin."
439,567,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",2,"Drag around the point ? in the positive direction from 0°, and look at its horizontal position, indicated by the dotted line from the point to the x-axis. The horizontal position of the point moves <i>in towards 0 on the x-axis</i> as you move the point from 0° to 90°.
</p>
Meanwhile, the vertical position of its quarter-turn rotation — the open point at (90°+?) — moves down, or <i>in towards 0 on the y-axis</i>, as the open point moves in the positive direction from 90° to 180°.
</p>
Now, move the point ? back and forth and observe this pattern for a moment. It is useful to notice that the whole pattern we see around the open point is a 90°-rotation of the pattern we see in the around the solid point. In both cases, as the point on the circle moves in the positive direction from its starting axis, its projection on that axis moves inward from 1 to 0.
</p>
Click Continue when you are ready to move on."
440,568,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",3,"Let’s start with a specific position ? = 20°. Rotate the solid point upward until it reaches ? = 20°, and click Submit.
<span class='insert stimulus hide'>20</span>"
441,569,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",4,"If you look at the horizontal position of 20°, you will notice that it is pretty far to the right of the origin. You can read off its horizontal position (i.e. its x-coordinate) and see that it is about 0.94.
</p>
Now, consider the open point’s vertical position. As you can see, it is pretty far above the origin in the vertical direction.
</p>
Try to read off the open point’s vertical position (i.e. its y-coordinate). Does it have the same value, or a different value from the horizontal position of 20°?
<select>
<option class='correct'>Same</option>
<option data-explain='The open point’s vertical position is about 0.94 above the x-axis. So, its y-coordinate is just “0.94” — the same value as the x-coordinate of 20°!'>Different</option>
</select>"
442,570,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",5,"The vertical position of (90°+20°) has the same value as the horizontal position of 20° — they are both the same distance from zero, and are both positive (which is above the origin for the vertical position, and to the right of the origin for the horizontal position). In other words, the x-coordinate of 20° and the y-coordinate of (90°+20°) have the <i>same</i> value!
</p>
Now, given that the x-coordinate of 20° is about 0.94, enter the y-coordinate of its quarter-turn rotation at (90°+20°).
<span class='insert stimulus hide'>110</span>"
443,571,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",6,"Let’s explore this relationship more generally. Click near 0°, and then drag the solid point in the positive direction up towards 90°. You will see that as the point moves around the circle, its horizontal position moves <i>inward</i>, decreasing from x = 1 to x= 0. Meanwhile, the vertical position of its quarter-turn rotation also moves <i>inward</i>, decreasing from y = 1 to y = 0.
</p>
So, you should see that in general, the horizontal position of a point and the vertical position of its quarter-turn rotation have the same value — they always have the same absolute value, and also the same sign."
444,572,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",7,"Does this relationship still hold when ? goes past 90°? Let’s test it out.
</p>
This time, rotate the solid point towards 150°. Again, the quarter-turn rotation appears and rotates itself in the same direction. Notice that the pattern of relationships between the open point and the y-axis is a rotation of the pattern of relationships between solid point and the x-axis.
</p>
Click Submit when the point reaches 150°.
<span class='insert stimulus hide'>150</span>"
445,573,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",8,"Now, if you look at the horizontal position of 150°, you will notice that it is quite far to the left of the origin. You can read off its horizontal position (i.e. its x-coordinate) and see that it is about -0.87.
</p>
Now, consider the open point’s vertical position. As you can see, it is equally far below the origin in the vertical direction.
</p>
Try to read off the open point’s vertical position (i.e. its y-coordinate). Does it have the same value, or a different value from the horizontal position of 150°?
<select>
<option class='correct'>Same</option>
<option data-explain='The open point’s vertical position is about 0.87 below the x-axis. So, its y-coordinate is “-0.87” — the same value as the x-coordinate of 150°!'>Different</option>
</select>"
